origin_name,origin_lat,origin_lng,dest_lat,dest_lng,ship_datetime,delivery_datetime,value,weight,cube,brand
Reno NV DC,39.5296,-119.8138,34.1793,-118.0823,2026-01-02 16:15:24,2026-01-02 17:37:25,20.71,4.3,0.32,Summit
Chicago IL DC,41.85,-87.882,40.873,-74.0322,2026-01-09 10:12:56,2026-01-09 17:07:48,184.69,4.6,0.59,Atlas
Edison NJ DC,40.5187,-74.4121,40.8961,-74.2541,2026-01-06 16:15:22,2026-01-06 14:37:01,3.68,4.6,0.37,Alpine
Memphis TN DC,35.1175,-89.9711,33.8896,-118.2322,2026-01-15 11:53:57,2026-01-16 08:52:16,18.15,1.5,0.44,Summit
Reno NV DC,39.5296,-119.8138,37.2861,-121.993,2026-01-01 14:00:15,2026-01-01 15:29:14,62.42,8.2,2.39,Pacific
Dallas TX DC,32.8998,-96.8379,29.6613,-95.2725,2026-01-15 11:25:21,2026-01-15 14:57:17,35.11,9.5,2.01,Pacific
Memphis TN DC,35.1175,-89.9711,34.0946,-118.2095,2026-01-20 15:45:41,2026-01-21 07:28:54,45.61,4.6,0.3,Atlas
Reno NV DC,39.5296,-119.8138,37.2371,-122.1037,2026-01-30 13:24:39,2026-01-30 18:40:05,76.25,0.9,0.1,Ridge
Memphis TN DC,35.1175,-89.9711,39.6843,-86.3155,2026-01-26 15:06:35,2026-01-26 16:47:51,79.52,21.9,2.31,Summit
Edison NJ DC,40.5187,-74.4121,42.2673,-70.8115,2026-01-08 12:30:09,2026-01-08 17:16:50,57.36,6.1,0.6,Cascade
Edison NJ DC,40.5187,-74.4121,39.8682,-82.9133,2026-01-26 15:26:09,2026-01-27 11:14:00,23.58,4.1,1.0,Horizon
Reno NV DC,39.5296,-119.8138,33.4539,-112.1382,2026-01-20 07:24:39,2026-01-20 12:26:54,41.07,9.5,0.52,Alpine
Dallas TX DC,32.8998,-96.8379,32.7784,-96.5663,2026-01-04 11:10:48,2026-01-04 15:44:08,28.29,4.8,1.06,Horizon
Dallas TX DC,32.8998,-96.8379,41.9933,-87.712,2026-01-29 16:14:14,2026-01-30 09:02:15,33.42,18.1,2.6,Pacific
Edison NJ DC,40.5187,-74.4121,25.6176,-80.3325,2026-01-04 14:07:30,2026-01-05 11:01:21,13.96,6.4,1.42,Alpine
Dallas TX DC,32.8998,-96.8379,33.9357,-118.4316,2026-01-19 17:06:24,2026-01-20 12:17:56,14.25,2.6,0.47,Summit
Chicago IL DC,41.85,-87.882,41.8033,-87.5822,2026-01-28 12:15:24,2026-01-28 16:19:28,188.21,4.7,0.35,Pacific
Dallas TX DC,32.8998,-96.8379,32.3791,-96.6862,2026-01-02 16:54:27,2026-01-02 16:22:24,28.69,6.1,1.67,Pacific
Atlanta GA DC,33.6407,-84.4277,45.2077,-93.1131,2026-01-13 16:24:35,2026-01-14 11:04:05,143.33,7.1,1.59,Alpine
Memphis TN DC,35.1175,-89.9711,43.0781,-87.9647,2026-01-15 11:39:33,2026-01-15 16:04:52,132.97,12.7,2.18,Atlas
Edison NJ DC,40.5187,-74.4121,29.9621,-95.285,2026-01-27 09:46:57,2026-01-27 16:33:17,36.79,6.0,1.39,Ridge
Chicago IL DC,41.85,-87.882,41.812,-87.7621,2026-01-17 15:41:28,2026-01-18 12:10:52,32.5,1.5,0.23,Summit
Edison NJ DC,40.5187,-74.4121,40.529,-73.9388,2026-01-15 10:47:18,2026-01-15 14:03:02,27.89,6.6,1.64,Pacific
Atlanta GA DC,33.6407,-84.4277,27.7484,-82.5407,2026-01-11 16:54:54,2026-01-12 12:01:36,104.25,7.1,1.16,Cascade
Memphis TN DC,35.1175,-89.9711,25.7859,-80.0569,2026-01-29 13:44:32,2026-01-29 15:07:56,30.79,7.9,0.9,Summit
Edison NJ DC,40.5187,-74.4121,40.8485,-74.0696,2026-01-24 13:26:21,2026-01-24 17:52:59,66.5,3.9,0.69,Ridge
Edison NJ DC,40.5187,-74.4121,40.6963,-74.1957,2026-01-18 18:58:12,2026-01-19 12:25:58,4.55,5.6,1.51,Atlas
Chicago IL DC,41.85,-87.882,43.2585,-88.0347,2026-01-29 17:08:14,2026-01-29 18:28:11,129.53,1.8,0.48,Summit
Edison NJ DC,40.5187,-74.4121,40.6245,-74.0934,2026-01-21 18:11:32,2026-01-22 10:15:56,149.68,5.5,1.57,Atlas
Memphis TN DC,35.1175,-89.9711,30.4128,-97.8577,2026-01-13 15:24:05,2026-01-13 14:48:05,4.22,2.3,0.26,Alpine
Edison NJ DC,40.5187,-74.4121,30.1969,-97.5021,2026-01-25 18:47:55,2026-01-26 09:52:55,85.45,0.8,0.2,Pacific
Dallas TX DC,32.8998,-96.8379,30.4079,-97.7003,2026-01-24 10:03:25,2026-01-24 15:00:35,10.76,9.9,2.36,Summit
Atlanta GA DC,33.6407,-84.4277,33.8711,-84.4159,2026-01-21 14:32:51,2026-01-21 14:32:02,25.11,1.3,0.15,Metro
Memphis TN DC,35.1175,-89.9711,29.8,-95.3862,2026-01-18 14:53:13,2026-01-19 11:44:14,100.04,10.1,1.82,Horizon
Dallas TX DC,32.8998,-96.8379,41.814,-87.645,2026-01-07 12:13:53,2026-01-08 12:19:40,12.48,6.8,1.97,Metro
Chicago IL DC,41.85,-87.882,41.8992,-87.7003,2026-01-22 17:49:44,2026-01-23 12:50:59,30.03,8.8,1.57,Cascade
Edison NJ DC,40.5187,-74.4121,40.8922,-74.0566,2026-01-02 11:55:22,2026-01-02 14:30:46,18.06,2.5,0.17,Summit
Chicago IL DC,41.85,-87.882,39.631,-86.068,2026-01-10 12:00:39,2026-01-10 18:30:59,20.27,1.8,0.36,Pacific
Chicago IL DC,41.85,-87.882,25.6227,-80.1344,2026-01-15 12:25:16,2026-01-16 12:32:32,12.67,5.3,0.99,Cascade
Chicago IL DC,41.85,-87.882,34.0487,-118.5681,2026-01-13 11:10:40,2026-01-13 18:34:12,67.54,4.0,0.49,Cascade
Memphis TN DC,35.1175,-89.9711,34.1163,-118.0567,2026-01-11 12:18:22,2026-01-12 09:23:38,18.75,5.6,1.1,Metro
Atlanta GA DC,33.6407,-84.4277,35.3152,-80.8665,2026-01-24 12:17:31,2026-01-24 15:45:49,52.5,4.3,1.05,Ridge
Memphis TN DC,35.1175,-89.9711,29.5162,-98.3106,2026-01-26 16:16:25,2026-01-27 08:16:51,168.69,12.4,3.0,Summit
Memphis TN DC,35.1175,-89.9711,39.5903,-86.2179,2026-01-15 14:14:53,2026-01-16 12:25:25,58.23,4.1,0.61,Alpine
Reno NV DC,39.5296,-119.8138,37.4952,-122.1083,2026-01-05 10:11:26,2026-01-05 18:08:50,72.5,3.5,0.6,Cascade
Reno NV DC,39.5296,-119.8138,34.0745,-118.0219,2026-01-24 08:56:05,2026-01-24 13:57:42,112.14,8.0,2.06,Pacific
Chicago IL DC,41.85,-87.882,32.5838,-117.2233,2026-01-18 14:16:43,2026-01-19 09:20:30,34.58,12.0,2.05,Alpine
Edison NJ DC,40.5187,-74.4121,33.5064,-112.0048,2026-01-20 14:23:12,2026-01-21 08:19:35,53.1,3.4,0.74,Ridge
Edison NJ DC,40.5187,-74.4121,40.8631,-73.7651,2026-01-02 12:40:50,2026-01-02 18:52:46,16.01,14.9,2.26,Alpine
Memphis TN DC,35.1175,-89.9711,44.9394,-93.5407,2026-01-07 11:30:50,2026-01-07 18:43:55,136.98,1.2,0.14,Metro
Chicago IL DC,41.85,-87.882,39.7219,-86.1904,2026-01-04 17:58:36,2026-01-05 11:22:57,136.99,13.7,2.51,Cascade
Edison NJ DC,40.5187,-74.4121,40.5385,-74.2783,2026-01-01 18:27:50,2026-01-02 10:39:31,277.74,0.9,0.15,Atlas
Chicago IL DC,41.85,-87.882,41.9883,-87.9383,2026-01-18 11:49:25,2026-01-18 17:42:15,78.21,10.7,1.04,Alpine
Reno NV DC,39.5296,-119.8138,32.729,-117.1489,2026-01-21 12:09:31,2026-01-21 18:29:06,26.93,1.7,0.41,Atlas
Dallas TX DC,32.8998,-96.8379,29.3361,-98.5269,2026-01-15 17:49:26,2026-01-16 09:04:16,197.84,8.3,1.87,Horizon
Dallas TX DC,32.8998,-96.8379,40.4497,-74.0198,2026-01-19 13:24:53,2026-01-20 08:22:34,29.32,2.1,0.3,Alpine
Reno NV DC,39.5296,-119.8138,47.7438,-122.3961,2026-01-09 15:49:28,2026-01-10 11:42:09,29.05,13.4,1.63,Alpine
Atlanta GA DC,33.6407,-84.4277,33.5172,-84.4034,2026-01-21 11:10:51,2026-01-21 15:53:27,17.46,6.6,0.66,Alpine
Dallas TX DC,32.8998,-96.8379,47.6654,-122.3048,2026-01-25 16:52:50,2026-01-26 12:14:41,142.16,1.8,0.34,Pacific
Dallas TX DC,32.8998,-96.8379,34.1857,-118.123,2026-01-17 14:28:25,2026-01-18 12:27:25,31.91,1.7,0.37,Alpine
Reno NV DC,39.5296,-119.8138,33.4412,-111.9268,2026-01-07 12:26:30,2026-01-08 12:15:41,40.63,2.8,0.42,Metro
Edison NJ DC,40.5187,-74.4121,40.8679,-74.0773,2026-01-27 13:43:27,2026-01-28 09:12:34,33.04,2.7,0.3,Metro
Atlanta GA DC,33.6407,-84.4277,40.9771,-73.7965,2026-01-20 10:34:55,2026-01-21 11:31:40,23.98,5.2,0.5,Pacific
Chicago IL DC,41.85,-87.882,41.8782,-87.7084,2026-01-13 14:22:11,2026-01-13 15:32:25,30.46,4.6,0.24,Summit
Reno NV DC,39.5296,-119.8138,41.9927,-87.5457,2026-01-06 13:39:59,2026-01-06 15:36:03,33.03,7.0,1.85,Pacific
Chicago IL DC,41.85,-87.882,29.3841,-95.551,2026-01-25 13:35:02,2026-01-26 11:34:21,71.99,1.4,0.12,Metro
Atlanta GA DC,33.6407,-84.4277,33.6894,-84.2047,2026-01-12 13:52:57,2026-01-12 14:56:55,29.1,2.9,0.82,Pacific
Chicago IL DC,41.85,-87.882,41.7595,-87.5564,2026-01-19 10:34:53,2026-01-19 16:01:28,69.8,7.1,1.66,Cascade
Atlanta GA DC,33.6407,-84.4277,41.8299,-87.4233,2026-01-06 14:40:15,2026-01-07 11:10:56,15.62,3.1,0.36,Atlas
Chicago IL DC,41.85,-87.882,33.771,-118.1422,2026-01-18 17:11:56,2026-01-19 08:05:02,14.29,1.2,0.28,Summit
Chicago IL DC,41.85,-87.882,40.7562,-73.9732,2026-01-17 16:48:20,2026-01-18 06:19:40,5.59,3.7,0.87,Ridge
Edison NJ DC,40.5187,-74.4121,32.9711,-96.5866,2026-01-20 15:30:19,2026-01-21 12:43:27,172.86,5.1,0.84,Atlas
Dallas TX DC,32.8998,-96.8379,33.3658,-112.1733,2026-01-17 15:23:39,2026-01-18 09:14:19,19.99,14.5,0.76,Atlas
Atlanta GA DC,33.6407,-84.4277,38.6876,-77.1902,2026-01-06 16:15:15,2026-01-06 17:58:20,68.23,1.0,0.18,Pacific
Chicago IL DC,41.85,-87.882,34.0401,-118.5163,2026-01-26 15:40:25,2026-01-27 11:38:07,11.75,1.2,0.12,Cascade
Edison NJ DC,40.5187,-74.4121,34.1661,-118.1297,2026-01-03 16:26:30,2026-01-04 11:13:39,69.86,1.5,0.15,Pacific
Chicago IL DC,41.85,-87.882,35.2632,-80.9105,2026-01-08 14:47:10,2026-01-09 09:27:53,24.7,22.7,3.82,Pacific
Memphis TN DC,35.1175,-89.9711,35.281,-89.8457,2026-01-17 16:19:51,2026-01-17 14:56:45,73.52,1.1,0.14,Horizon
Edison NJ DC,40.5187,-74.4121,38.7774,-77.1133,2026-01-30 09:44:40,2026-01-30 16:00:48,61.46,4.5,0.61,Alpine
Dallas TX DC,32.8998,-96.8379,40.5694,-74.1899,2026-01-04 14:50:44,2026-01-05 10:51:29,84.25,1.2,0.17,Horizon
Reno NV DC,39.5296,-119.8138,34.2799,-118.186,2026-01-17 10:34:06,2026-01-17 18:09:56,57.41,4.9,0.43,Pacific
Chicago IL DC,41.85,-87.882,35.0677,-80.8858,2026-01-16 13:39:22,2026-01-17 12:58:41,6.64,7.2,1.06,Ridge
Atlanta GA DC,33.6407,-84.4277,25.831,-80.091,2026-01-10 17:02:26,2026-01-11 09:50:42,14.38,3.3,0.68,Pacific
Edison NJ DC,40.5187,-74.4121,40.7564,-73.7714,2026-01-28 10:53:43,2026-01-28 15:40:44,165.96,3.7,0.84,Pacific
Atlanta GA DC,33.6407,-84.4277,29.3961,-98.7767,2026-01-07 12:14:52,2026-01-07 15:30:45,7.14,28.0,5.31,Atlas
Dallas TX DC,32.8998,-96.8379,42.3802,-71.2545,2026-01-22 12:50:10,2026-01-22 17:32:44,33.9,5.0,1.42,Metro
Dallas TX DC,32.8998,-96.8379,29.7136,-98.4993,2026-01-19 15:15:00,2026-01-20 09:24:14,20.56,7.6,1.24,Atlas
Edison NJ DC,40.5187,-74.4121,40.8326,-73.9795,2026-01-05 14:14:42,2026-01-05 16:02:04,51.91,5.3,1.49,Horizon
Edison NJ DC,40.5187,-74.4121,40.6281,-73.9845,2026-01-27 14:19:48,2026-01-27 17:06:37,38.53,1.9,0.32,Ridge
Memphis TN DC,35.1175,-89.9711,35.1543,-81.0257,2026-01-18 12:36:59,2026-01-18 14:30:19,98.23,11.3,3.19,Cascade
Chicago IL DC,41.85,-87.882,39.993,-82.783,2026-01-01 14:19:57,2026-01-01 16:21:51,35.89,4.5,0.28,Atlas
Edison NJ DC,40.5187,-74.4121,41.2559,-96.1943,2026-01-13 14:21:37,2026-01-13 18:53:51,84.05,2.6,0.41,Horizon
Atlanta GA DC,33.6407,-84.4277,25.6627,-80.1799,2026-01-18 06:33:29,2026-01-18 14:24:51,27.08,2.4,0.13,Pacific
Dallas TX DC,32.8998,-96.8379,40.5495,-73.7804,2026-01-19 07:14:28,2026-01-19 15:25:18,13.55,7.7,0.49,Horizon
Chicago IL DC,41.85,-87.882,39.9718,-83.0214,2026-01-04 13:13:12,2026-01-04 15:45:51,11.41,2.4,0.56,Horizon
Memphis TN DC,35.1175,-89.9711,30.1956,-97.8701,2026-01-16 13:12:43,2026-01-17 12:42:11,15.91,8.6,2.39,Metro
Chicago IL DC,41.85,-87.882,40.2606,-82.9627,2026-01-07 07:06:29,2026-01-07 18:46:36,31.02,2.2,0.64,Alpine
Edison NJ DC,40.5187,-74.4121,40.8258,-74.066,2026-01-23 18:22:40,2026-01-24 09:26:22,21.98,2.6,0.78,Alpine
Chicago IL DC,41.85,-87.882,35.2513,-90.0827,2026-01-12 17:33:58,2026-01-13 06:04:24,55.43,2.7,0.24,Pacific
Atlanta GA DC,33.6407,-84.4277,39.6788,-85.9934,2026-01-05 08:55:30,2026-01-05 15:05:06,113.61,7.3,0.65,Cascade
Dallas TX DC,32.8998,-96.8379,29.4955,-98.5175,2026-01-27 13:56:22,2026-01-28 11:37:46,8.79,15.1,3.54,Horizon
Chicago IL DC,41.85,-87.882,33.8241,-84.3284,2026-01-19 13:14:36,2026-01-19 15:01:45,54.69,7.3,1.28,Ridge
Chicago IL DC,41.85,-87.882,39.5332,-104.7816,2026-01-05 14:48:32,2026-01-06 10:27:16,89.43,6.0,0.61,Horizon
Chicago IL DC,41.85,-87.882,40.0685,-86.1853,2026-01-10 11:25:29,2026-01-10 18:57:26,63.53,2.3,0.54,Alpine
Edison NJ DC,40.5187,-74.4121,33.1803,-111.9899,2026-01-30 11:47:07,2026-01-30 17:56:27,35.69,1.9,0.28,Pacific
Atlanta GA DC,33.6407,-84.4277,33.7287,-84.2998,2026-01-28 11:29:13,2026-01-28 17:09:52,8.11,1.6,0.44,Horizon
Chicago IL DC,41.85,-87.882,41.8631,-87.5996,2026-01-27 18:05:52,2026-01-28 09:08:36,50.78,1.7,0.24,Atlas
Atlanta GA DC,33.6407,-84.4277,47.8101,-122.3641,2026-01-17 15:21:56,2026-01-18 09:34:23,16.82,1.7,0.49,Pacific
Dallas TX DC,32.8998,-96.8379,32.8356,-96.7434,2026-01-19 13:54:36,2026-01-19 14:54:42,47.74,1.4,0.23,Ridge
Edison NJ DC,40.5187,-74.4121,40.6219,-74.0721,2026-01-19 08:03:53,2026-01-19 13:35:37,10.25,5.9,0.78,Cascade
Atlanta GA DC,33.6407,-84.4277,40.6313,-73.9592,2026-01-19 12:50:04,2026-01-19 17:38:49,64.62,0.4,0.1,Atlas
Atlanta GA DC,33.6407,-84.4277,36.318,-86.7145,2026-01-26 12:13:25,2026-01-26 18:12:28,5.65,8.8,1.99,Atlas
Memphis TN DC,35.1175,-89.9711,32.7024,-96.6296,2026-01-11 16:33:27,2026-01-12 11:09:27,32.6,7.5,2.21,Alpine
Atlanta GA DC,33.6407,-84.4277,40.4515,-73.9474,2026-01-07 11:02:41,2026-01-07 18:40:00,64.49,8.4,0.95,Cascade
Edison NJ DC,40.5187,-74.4121,33.9196,-118.2493,2026-01-21 11:39:06,2026-01-22 09:29:11,133.05,4.3,0.36,Horizon
Dallas TX DC,32.8998,-96.8379,32.9216,-96.9138,2026-01-24 09:53:19,2026-01-24 18:03:57,46.82,4.8,0.93,Metro
Memphis TN DC,35.1175,-89.9711,39.0141,-77.1275,2026-01-09 22:40:52,2026-01-10 08:27:05,7.74,2.8,0.69,Pacific
Dallas TX DC,32.8998,-96.8379,39.7242,-104.9554,2026-01-15 14:19:45,2026-01-15 16:13:30,13.59,1.4,0.35,Horizon
Edison NJ DC,40.5187,-74.4121,40.9289,-74.1184,2026-01-24 17:52:02,2026-01-25 12:46:42,46.97,7.9,1.8,Cascade
Edison NJ DC,40.5187,-74.4121,40.9211,-74.1003,2026-01-03 13:33:40,2026-01-03 16:45:41,44.77,2.5,0.46,Ridge
Dallas TX DC,32.8998,-96.8379,37.3257,-121.7994,2026-01-29 12:34:28,2026-01-29 16:42:03,112.67,2.3,0.63,Ridge
Edison NJ DC,40.5187,-74.4121,41.0317,-73.9473,2026-01-12 16:45:30,2026-01-13 12:36:47,67.81,4.0,0.53,Summit
Memphis TN DC,35.1175,-89.9711,39.6509,-105.1531,2026-01-23 12:52:05,2026-01-24 11:12:50,12.16,10.5,1.76,Summit
Edison NJ DC,40.5187,-74.4121,40.8047,-74.0766,2026-01-06 16:55:51,2026-01-07 11:03:19,32.36,1.6,0.42,Pacific
Edison NJ DC,40.5187,-74.4121,25.6997,-80.2396,2026-01-25 14:41:17,2026-01-25 16:12:26,36.37,3.3,0.62,Ridge
Chicago IL DC,41.85,-87.882,41.7297,-87.3982,2026-01-24 09:34:21,2026-01-24 15:10:34,44.81,18.0,3.09,Ridge
Dallas TX DC,32.8998,-96.8379,34.1853,-118.1499,2026-01-13 10:38:17,2026-01-14 11:12:09,14.38,2.1,0.18,Alpine
Edison NJ DC,40.5187,-74.4121,42.2726,-71.1985,2026-01-19 12:56:43,2026-01-19 18:54:51,160.1,6.1,1.6,Pacific
Edison NJ DC,40.5187,-74.4121,41.0326,-74.2351,2026-01-17 15:18:18,2026-01-18 09:18:47,24.88,8.1,1.23,Atlas
Atlanta GA DC,33.6407,-84.4277,29.3351,-98.6388,2026-01-12 19:09:30,2026-01-13 09:54:53,31.8,6.3,1.03,Atlas
Reno NV DC,39.5296,-119.8138,32.6255,-96.7525,2026-01-12 14:00:40,2026-01-13 09:06:19,54.49,17.8,1.04,Alpine
Dallas TX DC,32.8998,-96.8379,29.4035,-98.5642,2026-01-21 17:54:28,2026-01-22 06:13:56,80.97,1.5,0.35,Cascade
Dallas TX DC,32.8998,-96.8379,30.0757,-97.7912,2026-01-28 13:29:53,2026-01-28 17:03:13,40.04,3.2,0.72,Pacific
Reno NV DC,39.5296,-119.8138,47.557,-122.3529,2026-01-06 22:51:13,2026-01-07 09:47:33,6.86,7.5,1.53,Pacific
Edison NJ DC,40.5187,-74.4121,40.0339,-82.9923,2026-01-18 15:51:28,2026-01-18 15:06:10,29.11,9.5,0.68,Horizon
Reno NV DC,39.5296,-119.8138,32.8403,-117.4186,2026-01-13 10:46:20,2026-01-13 15:45:00,76.97,2.0,0.51,Alpine
Atlanta GA DC,33.6407,-84.4277,40.6106,-73.9305,2026-01-23 11:45:52,2026-01-23 16:37:57,25.2,1.4,0.37,Metro
Reno NV DC,39.5296,-119.8138,34.0894,-118.3527,2026-01-14 12:43:53,2026-01-14 15:26:36,36.83,1.6,0.29,Ridge
Edison NJ DC,40.5187,-74.4121,41.8604,-87.7427,2026-01-19 17:57:57,2026-01-20 06:03:19,49.68,7.9,1.69,Horizon
Dallas TX DC,32.8998,-96.8379,27.9122,-82.5652,2026-01-29 09:17:03,2026-01-29 16:45:05,4.96,3.2,0.47,Alpine
Edison NJ DC,40.5187,-74.4121,34.0883,-118.3304,2026-01-30 14:41:01,2026-01-31 09:04:33,37.43,5.3,0.85,Pacific
Edison NJ DC,40.5187,-74.4121,40.8879,-73.9196,2026-01-14 15:40:06,2026-01-14 14:45:45,48.66,5.5,1.57,Ridge
Memphis TN DC,35.1175,-89.9711,29.5612,-95.2324,2026-01-03 14:44:18,2026-01-04 11:10:48,8.18,12.3,1.55,Alpine
Dallas TX DC,32.8998,-96.8379,32.8399,-96.8137,2026-01-29 16:49:58,2026-01-29 15:09:40,25.9,5.9,0.42,Ridge
Reno NV DC,39.5296,-119.8138,47.6689,-122.2564,2026-01-18 12:34:14,2026-01-18 17:59:23,47.05,6.8,1.49,Horizon
Chicago IL DC,41.85,-87.882,42.3663,-71.0012,2026-01-15 20:39:15,2026-01-16 09:50:12,5.6,7.3,1.45,Summit
Chicago IL DC,41.85,-87.882,40.7527,-73.8759,2026-01-23 12:43:30,2026-01-23 15:51:22,6.69,2.2,0.2,Summit
Memphis TN DC,35.1175,-89.9711,39.835,-86.1407,2026-01-19 14:31:28,2026-01-19 14:04:00,18.11,28.3,4.36,Ridge
Dallas TX DC,32.8998,-96.8379,30.3255,-97.5368,2026-01-13 17:02:45,2026-01-14 11:16:29,40.89,8.5,1.31,Summit
Edison NJ DC,40.5187,-74.4121,41.1229,-74.0406,2026-01-26 17:29:58,2026-01-27 09:46:01,20.58,16.3,4.76,Ridge
Edison NJ DC,40.5187,-74.4121,33.6307,-111.7877,2026-01-11 14:39:08,2026-01-12 11:06:01,85.72,9.5,1.25,Summit
Edison NJ DC,40.5187,-74.4121,42.4472,-71.1235,2026-01-07 14:12:11,2026-01-07 15:35:54,5.68,1.5,0.16,Ridge
Edison NJ DC,40.5187,-74.4121,40.5966,-73.8875,2026-01-11 13:02:05,2026-01-11 14:37:28,21.68,4.1,0.98,Summit
Chicago IL DC,41.85,-87.882,27.74,-82.6177,2026-01-19 17:54:00,2026-01-20 11:13:54,109.83,8.5,1.98,Summit
Memphis TN DC,35.1175,-89.9711,33.9548,-118.201,2026-01-29 19:26:06,2026-01-30 11:59:46,7.46,4.9,1.22,Cascade
Edison NJ DC,40.5187,-74.4121,29.7718,-95.1783,2026-01-22 15:18:10,2026-01-23 08:24:21,11.32,5.7,1.68,Ridge
Reno NV DC,39.5296,-119.8138,25.8693,-80.3005,2026-01-12 09:55:09,2026-01-13 11:02:46,91.08,1.5,0.18,Summit
Chicago IL DC,41.85,-87.882,39.1774,-76.8862,2026-01-02 18:56:51,2026-01-03 11:52:36,18.08,3.6,0.68,Cascade
Dallas TX DC,32.8998,-96.8379,29.4362,-98.5746,2026-01-17 11:48:10,2026-01-17 15:15:43,203.65,0.4,0.07,Atlas
Reno NV DC,39.5296,-119.8138,34.1794,-118.1902,2026-01-16 17:43:41,2026-01-17 10:00:39,29.07,9.7,2.86,Cascade
Edison NJ DC,40.5187,-74.4121,40.7606,-74.0487,2026-01-06 15:10:40,2026-01-06 15:26:34,31.49,4.8,0.59,Horizon
Edison NJ DC,40.5187,-74.4121,29.5453,-95.2518,2026-01-06 19:53:25,2026-01-07 10:24:37,50.49,2.4,0.32,Ridge
Dallas TX DC,32.8998,-96.8379,29.4679,-95.5013,2026-01-24 14:18:21,2026-01-25 08:55:20,14.25,1.6,0.15,Horizon
Atlanta GA DC,33.6407,-84.4277,36.0846,-86.9897,2026-01-08 16:08:30,2026-01-09 10:08:25,9.61,1.8,0.24,Metro
Atlanta GA DC,33.6407,-84.4277,29.9435,-95.3982,2026-01-01 18:29:46,2026-01-02 07:45:00,38.89,6.0,1.64,Horizon
Edison NJ DC,40.5187,-74.4121,38.8616,-77.3729,2026-01-04 13:43:02,2026-01-04 16:33:13,15.7,2.4,0.24,Summit
Atlanta GA DC,33.6407,-84.4277,33.7596,-84.4864,2026-01-26 10:32:17,2026-01-26 17:43:59,31.78,4.6,1.0,Atlas
Edison NJ DC,40.5187,-74.4121,40.8003,-74.1205,2026-01-09 09:55:53,2026-01-09 18:27:24,67.29,4.1,0.95,Atlas
Reno NV DC,39.5296,-119.8138,47.3616,-122.1858,2026-01-05 11:33:13,2026-01-06 08:12:13,203.45,5.8,0.54,Ridge
Atlanta GA DC,33.6407,-84.4277,39.7419,-105.0717,2026-01-12 13:52:26,2026-01-12 18:03:04,15.44,4.3,0.22,Pacific
Atlanta GA DC,33.6407,-84.4277,33.9167,-118.4086,2026-01-20 13:58:27,2026-01-21 09:16:40,22.07,5.5,0.94,Atlas
Chicago IL DC,41.85,-87.882,39.8429,-83.1216,2026-01-04 10:54:00,2026-01-04 17:37:27,39.02,3.8,0.53,Alpine
Chicago IL DC,41.85,-87.882,33.7628,-118.0835,2026-01-09 07:32:47,2026-01-09 17:21:09,84.22,5.3,0.69,Metro
Chicago IL DC,41.85,-87.882,35.1767,-80.9596,2026-01-21 17:52:34,2026-01-22 09:09:25,34.8,4.3,1.19,Cascade
Dallas TX DC,32.8998,-96.8379,40.4297,-74.012,2026-01-17 11:54:54,2026-01-18 12:20:52,192.03,1.2,0.09,Horizon
Dallas TX DC,32.8998,-96.8379,39.6399,-86.1415,2026-01-25 17:48:04,2026-01-26 07:38:17,14.75,6.6,0.54,Horizon
Memphis TN DC,35.1175,-89.9711,30.2309,-97.6468,2026-01-13 14:01:34,2026-01-14 11:37:02,93.07,3.1,0.67,Cascade
Memphis TN DC,35.1175,-89.9711,33.8382,-84.4369,2026-01-06 13:54:34,2026-01-07 10:33:14,107.83,1.8,0.42,Summit
Reno NV DC,39.5296,-119.8138,33.7008,-111.9584,2026-01-16 12:10:50,2026-01-17 12:21:29,104.3,6.3,1.38,Cascade
Edison NJ DC,40.5187,-74.4121,40.6231,-73.8901,2026-01-07 20:07:20,2026-01-08 12:53:38,73.19,1.8,0.14,Pacific
Memphis TN DC,35.1175,-89.9711,29.7406,-95.5976,2026-01-07 06:27:43,2026-01-07 12:47:08,29.08,4.4,0.7,Cascade
Memphis TN DC,35.1175,-89.9711,40.5303,-73.8641,2026-01-23 15:23:52,2026-01-24 10:30:50,26.73,3.6,0.87,Pacific
Edison NJ DC,40.5187,-74.4121,42.4732,-71.3999,2026-01-21 22:32:26,2026-01-22 11:20:48,13.5,4.4,0.37,Cascade
Edison NJ DC,40.5187,-74.4121,47.6914,-122.4863,2026-01-06 11:19:56,2026-01-07 08:21:50,123.58,4.7,0.78,Pacific
Reno NV DC,39.5296,-119.8138,37.2216,-121.8791,2026-01-26 06:02:50,2026-01-26 18:29:14,18.51,4.1,0.39,Pacific
Dallas TX DC,32.8998,-96.8379,45.0596,-93.1284,2026-01-12 14:31:16,2026-01-13 12:29:34,41.95,12.0,1.77,Ridge
Reno NV DC,39.5296,-119.8138,32.5536,-117.0046,2026-01-09 17:08:42,2026-01-10 10:51:12,118.68,11.8,1.71,Atlas
Chicago IL DC,41.85,-87.882,41.7909,-87.5208,2026-01-08 11:58:55,2026-01-08 16:32:29,14.93,4.7,1.01,Atlas
Chicago IL DC,41.85,-87.882,29.5203,-98.5622,2026-01-18 16:24:08,2026-01-19 08:20:16,59.61,6.4,1.12,Metro
Edison NJ DC,40.5187,-74.4121,40.5915,-73.6289,2026-01-20 15:54:11,2026-01-21 10:16:59,18.66,7.5,1.55,Cascade
